Reviews,Positive,Negative,Neutral
dear guest  thank you very much for taking out the time to post your lovely review at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment looking forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
best in class hotel superb amvience  excellent  service provided by  rajesh  sharma somnath amit rahul and special thanks to sunil sharma these guys are doing wonder job keep up the good work read more,0.423,0.0,0.577
dear guest  thank you very much for taking out the time to post your lovely review at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment looking forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
pleasant stay at the hotel the property is in a reasonably good location making it easier to get around mumbai there are some busy junctions just around the hotel though that make it a little difficult to move in or out at rush hours  liked the food overall at the hotel breakfast spread has sufficient variety including vegetarian options breakfast place usually stays quite busy better to go earlier than later  food at their italian restaurant celini is great i usually do not like italian however chose celini as my friend was craving for italian was pleasantly surpised by the flavourful dishes  also suggest to book the club room at the hotel which allows access to the club area where either you or your guest can have some light snacks and drinks which i felt…read more,0.163,0.028,0.809
dear guest  thank you very much for taking out the time to post your lovely review at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall experience special at grand hyatt mumbai we are grateful for this compliment looking forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
amazing hospitality at grand hyatt mumbai iv stayed here years ago and iit still amazes me shubham went out of his to check with me my team if we needed coffeetea snacks seeing that we were working without breaks staff of this quality and sincerity is a huge asset for grand hyattread more,0.275,0.0,0.725
dear anishan thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
very neat and tidy rooms friendly staffalways willing to assist the location is really and secure  i was able to check in early by  at a very low rate i will definitely come back when next am in mumbai banqueting team are great and respectful read more,0.309,0.039,0.652
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
good service and delicious food good environment —clean and hygiene and the staff is friendly welcome and helpful one more thing the coffee is very delicious too the entrance access to the hotel  is not comfortable for walking interrupting with bad smell and narrow walking spaceread more,0.331,0.124,0.545
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
nice to enjoy the hospitality of the hotel and the behaviour of the staff is excellent  we are enjoying the hospital’s to the full extend and looking forward to come again soon  quality of the food is also good read more,0.336,0.0,0.664
dear subhash thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
rajesh has bem dano a  good in his job and attention angola and credit guarantee fund of angola thanks for his support so thank you very much for your  good works especial thanks good hospitality read more,0.472,0.0,0.528
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
loved the buffet great variety of world cuisines  thai lebanese asian indian amazing quality of food and polite and prompt service by the kitchen and service staff will definitely recommend this place especially with familyread more,0.354,0.0,0.646
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
grand hyatt mumbai is a very good property   rooms are cozy and has every comfort in it  east is a coffee shop which is having good cuisine be it indian or continental everything is  superb  restaurant staff and managers are very good they take care of their guests very well  specially ms saraswati rana has taken good care of my familyread more,0.37,0.0,0.63
dear arshu thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
my  night   days stay in mumbai with my spouse will be remembered because of grand hyatt humble staffs luxurious accommodation and exquisite breakfast and snacks made my stay truly memorable  on my final day after checkout i got special offer at celini a special italian desert which  made us more attached with hotel i look forward to returning soon read more,0.165,0.0,0.835
dear narayan thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
very good property with beautiful aminities  mr eliel was great help near gym how ever ird can be improved by giving take away food rest all is very good very kind and friendly staff keep up the good work guys 😊read more,0.534,0.0,0.466
dear naresh thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
goodbye hospitality and well attended special thanks to sunil kaloeshrahul indrabahadur there hotels menegement is the bestselling  the foods are very delicious and well served we recommend the grand hyatt to all of you read more,0.403,0.0,0.597
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
it was wholesome experience as the staff was very very friendly and helpful specially manager prakhar accompanied with sahil and anuja they were helpful and made a lunch a memorable one the food was great and had a great spreadread more,0.331,0.0,0.669
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
absolutely great ambiance and top notch services  and then the slot walk place has a great look around with solace feelings  must be here to be around and visit rajesh kalpesh were very kind and servicing great read more,0.347,0.0,0.653
dear vikas thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
supportive and polite staff amazing experience  food is also good hospitality at peak everyone should visit once to experience the sweet guestures special thanks to the banquet team positive vibes peaceread more,0.458,0.0,0.542
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
good service sweet ambiance and lovely welcome good food and a must visit to this place keep yp the good work team warm and welcoming  do visit often and yes will recommend this to alot more cheers read more,0.532,0.0,0.468
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
rajesh salil abhedh and indra were brilliant each morning delivering excellent service with the warmest and friendliest service ever experienced truly loving caring souls taking service to perfectionread more,0.52,0.0,0.48
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
grand hyatt mumbai is best property really like staff here very welcoming room service team helped me alot thanks to omkar shinde nd aniket for taking excellent care thrice our stay thanks to omkar very polite read more,0.463,0.0,0.537
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
the banquet work and staff are amazing mr rajesh sharma has been brilliant and his team has been fantastic at aam  great hotel and fantastic ambience loved the venue and the hospitality as well special thanks to pradeep anil somnath read more,0.48,0.0,0.52
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
overall a great experiencefood and place had a great vibe very coordinative and supportive  throughout couldnt have asked for better experiencehighly recommend it special thanks rajesh sharma and pradeep for their helpread more,0.455,0.0,0.545
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
great experience great service provided and the best assistance specially with respect to the assistance provided during the event and throughout the event even after the event and was polite and experiencedread more,0.348,0.0,0.652
dear parikshit thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
banquet team was very supportive friendly and attended every request personally good ambience and clean environment the team is very sweet definitely recommend this hotel for stays events and meetingsread more,0.462,0.0,0.538
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
the staff is really good and helpful the food is also great and overall great expression being in grand hyatt banquet team is helpful and good coordination between the supporting staff i suggest this placeread more,0.482,0.0,0.518
dear himanshu thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
the closeness to the airport was our primary reason to stay here  on our first visit we were upgraded the breakfast buffet is large and very good  service was very good the hotel was full for a convention the second time we visited a month later and the level of service was not as good as in our first visit read more,0.094,0.035,0.87
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
all staffs are friendly and meal is nice there is a lot of meal choice me and my hasbands favorite is masala omlet and waffles ill write staffs name i especially thinks nice below with our many thanks sarswati agnel indra prateek and i’m not sure her name but short heights women on the bread cornerread more,0.158,0.053,0.789
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
one of security associates were misbehaving idk whywe were in the hotel for  days and the security associate was  really rude and harrassing at  pm on  th sepall other guests may also be having same issue of he was same with themi seriously found it very insultingread more,0.086,0.163,0.751
dear guest thank you for taking the time out to share this review with us we regret to learn that we were unable to meet your expectations at your recent stay with us we appreciate all forms of feedback as it always helps us identify the areas we need to work on we take every guest feedback seriously and will certainly ensure to share this with the whole grand hyatt mumbai’s team in order to enhance our guests experience whilst we also understand that this does not completely help to alleviate your experience we have all good intentions of welcoming you back warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.238,0.05,0.712
the staff was very helpful and kind and at your servicethe amience was delightful with soft light above you  the mood was perfect set for the event proper lighting perfectly set for the night the whol evening was good read more,0.379,0.0,0.621
dear ojasvina thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
greatvery great hospitality rajesh  jhon bhadur anil  amit somnath nilesh really great staff  got all the help that the event needed  great experience working together with them i look forward to more work with this kind of staff and hospitalityread more,0.292,0.0,0.708
dear saroj thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
laundry service was excellent concierge team was very good  apartment was lovely   excellent apartment stay  lovely laundry  conceirge team  led by father angel and his colleague siddhesh  can’t write more 🙄 so u review it with this nowread more,0.33,0.0,0.67
dear abhishek thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
excellent service amazing food  and served perfectly  would like to thank  mrchetan suryavanshi chef mraditya  and mrvishaltl hoping to visit soon again all best wishes best wishes to the grand hyatt team thank you for kind hospitality🙏🏻 regardsread more,0.563,0.0,0.437
dear amit thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.332,0.0,0.668
to whom it may concern and to all potential guests considering a stay at the grand hyatt hotel and residences  i recently had the misfortune of staying at this property and i must express my profound disappointment i am a platinum member of the hyatt dining club a status that promises several privileges and benefits unfortunately the treatment i received was anything but privileged  to start the booking process for my one plus one night stay a benefit of my membership was a nightmare i had to engage with the hyatt dining clubs customer service multiple times just to secure a confirmation why offer such benefits if availing them is going to be this troublesome  further i required an additional room on the  of september despite the property having vacant rooms…read more,0.161,0.059,0.779
dear harsh thank you for taking the time out to share this review with us we regret to learn that we were unable to meet your expectations at your recent stay with us we appreciate all forms of feedback as it always helps us identify the areas we need to work on we take every guest feedback seriously and will certainly ensure to share this with the whole grand hyatt mumbai’s team in order to enhance our guests experience whilst we also understand that this does not completely help to alleviate your experience we have all good intentions of welcoming you back warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.235,0.069,0.695
great service at celini restaurant we had good service at the italian restaurant especially from waiters saurabh and kamal all in all the food was authentic and i felt the canneloni was authentic read more,0.175,0.0,0.825
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.334,0.0,0.666
checked in today and went to the club oasis spa to help adjust the jet lag great experience and service certainly will return julie was very professional and approachable with great skills that helped me recover from the long flight  while the lounge is on renovation the breakfast buffet was great and they have the lobby lounge open for globalist i also got upgraded to executive suite overall great place to beread more,0.251,0.027,0.722
dear guest  thank you very much for taking out the time to post your lovely review at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment looking forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
we had a lovely brunch with the family on sunday morning there was a lot of variety and everyone enjoyed something different thank you pratik dhruvit and sahil t for the excellent service to make our morning specialread more,0.275,0.0,0.725
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.334,0.0,0.666
it is a very good hotel and restaurant especially sataswati and rajesh were very nice and attentive  would love to come again the breakfast was great i’d love the waffles the best also everything else was very good too there is a variety of asian and western styled breakfast which i enjoyed very muchread more,0.385,0.0,0.615
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.334,0.0,0.666
the grand hyatt mumbai is like a home away from home excellent location rooms food and service the grand club staff specifically manisha helped me above and beyond her duties she responded to a bad flight delay situation i had during her off duty hours and didn’t hesitate to be of assistanceread more,0.185,0.12,0.696
dear guest  thank you very much for taking out the time to post your lovely review at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment looking forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
nice grand hyatt hotel and all services best experience in hotel i am staying in hotel  day experience i like it nothing any issue is best best experience and nice food good  gide sahil patel  thank you read more,0.492,0.0,0.508
dear guest  thank you very much for taking out the time to post your lovely review at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment looking forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
untrained staff bad food smelly rooms to name a few the breakfast menu does not have enough spread and the staff there is really unfriendly the room has a really bad smell and the bed sheets had marks they dont keep enough water and you have to call them every time their prices are extremely overchargedread more,0.0,0.157,0.843
dear guest thank you for taking the time to share your feedback with us we regret to learn that your stay was not up to your expectations and we would sincerely like to apologise for any inconvenience caused rest assured we will convey this to our team for better flow of services in future we truly hope to have the chance to welcome you back again in order to ensure that your expectations will be exceeded warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residencesread more,0.336,0.045,0.618
it was a really nice staying at the hotel a specially at the restaurant mr ganga yadav was so super nice and friendly thx for your awesome service  you did a really great job and also his nice colleagues read more,0.46,0.0,0.54
dear guest  thank you for taking the time out to share a review with us we are glad that you have enjoyed your experience and the service and found it to be worthy of a fivestar rating  look forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.33,0.0,0.67
went to grand hyatt fifty five east restaurant for the onam sadhya the meal cost inr  pp there were  dishes by chef marina who walked around the table to greet everyone and check if we liked the food  the food was delicious ambience amazing i was seated in table no  i found a downside that the arrangement while beautiful lacked a bit of organization banana leaf was already spread out with few ingredients the others took some time coming in when one course was served we had to wait for next for eg vegetables were served but rice took  more minutes to serve and the food got cold we did not receive one set of vegetables in the first round i saw it going through other tables  we had to ask for  helping of rice twice before we got itthe banana kept on…read more,0.101,0.02,0.879
dear guest thank you for taking the time to share your feedback with us we regret to learn that your stay was not up to your expectations and we would sincerely like to apologise for any inconvenience caused rest assured we will convey this to our team for better flow of services in future we truly hope to have the chance to welcome you back again in order to ensure that your expectations will be exceeded warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.334,0.045,0.621
enjoyed the stay at grand hyatt mumbai the staff is very helpful and caring the breakfast spread is very nice lots of variety for breakfast special thanks to unnatiindraganga and olivia to take special care at breakfast read more,0.478,0.0,0.522
dear radhika  thank you very much for taking out the time to post your lovely review at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment looking forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.391,0.0,0.609
nice ambience  all the staff there is very attentive enjoyed the breakfast very caring team special thanks to unnati indra olivia and ganga see you again at grand hyatt mumbai music was outstandingfood were deliciouslarge spread buffetthank u all read more,0.349,0.0,0.651
dear ashwin  thank you for taking the time out to share a review with us we are glad that you have enjoyed your experience and the service and found it to be worthy of a fivestar rating  look forward to welcoming you back very soon  warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.33,0.0,0.67
it has been such a beautiful experience with grand hyatt adil and his team always make me feel at home central location to all amenities ideal for meeting and casual business meetings airport pick up a bonus breakfast and restaurant have the best chefs staff from conceirge reception rest all make it so special read more,0.322,0.0,0.678
dear guest  thank you very much for taking out the time to post your lovely review at grand hyatt mumbai we strive to ensure and deliver the best of services and create an experience for all our guests it is wonderful to learn we were able to make your overall stay special at grand hyatt mumbai we are grateful for this compliment looking forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences  read more,0.391,0.0,0.609
visited  restaurant one of the finest restaurants i have been to great ambience food and most importantly the staffs  stars for the staffs  celebrated wife’s birthday and surprisingly staffs joined in for cake cutting read more,0.279,0.033,0.687
dear guest thank you for taking out the time to share this valuable feedback with us as grand hyatt mumbai we strive to deliver a superior service to all our guests and try to exceed our guests expectations we are absolutely delighted to know we could deliver so in your case too we are delighted to know we were able to create a memorable experience for you and the grand hyatt team will be highly motivated by your constructive comments grand hyatt stands with delivering the best of luxury hospitality and service and we are much delighted to know that you enjoyed every bit of it look forward to welcoming you back very soon warm regards dietmar kielnhofer  general manager grand hyatt mumbai hotel and residences read more,0.332,0.0,0.668
